instance family sat sequential14 sequentialinputordersoftmax14 sequentialshuffle14 sequentialantiheuristic14 sequentialinputordersoftmaxrestarts14 sequentialrestartsshuffle14 sequentialdds14
all-images-CVIU11-pattern3-target56 14 0 15 15 15 15 15 15 392
all-images-CVIU11-pattern3-target57 14 0 103 103 103 103 103 103 10634
all-images-CVIU11-pattern3-target58 14 0 22 22 22 22 22 22 643
all-images-CVIU11-pattern3-target59 14 0 27 27 27 27 27 27 1685
all-images-CVIU11-pattern3-target6 14 0 44 44 44 44 44 44 3247
all-images-CVIU11-pattern3-target60 14 0 18 18 18 18 18 18 818
all-images-CVIU11-pattern3-target61 14 0 38 38 38 38 38 38 2204
all-images-CVIU11-pattern3-target62 14 0 44 44 44 44 44 44 2883
all-images-CVIU11-pattern3-target63 14 0 41 41 41 41 41 41 2852
all-images-CVIU11-pattern3-target64 14 0 39 39 39 39 39 39 1789
all-images-CVIU11-pattern3-target65 14 0 24 24 24 24 24 24 1153
all-images-CVIU11-pattern3-target66 14 0 23 23 23 23 23 23 670
all-images-CVIU11-pattern3-target67 14 0 50 50 50 50 50 50 2744
all-images-CVIU11-pattern3-target68 14 0 46 46 46 46 46 46 2996
all-images-CVIU11-pattern3-target69 14 0 50 50 50 50 50 50 2874
all-images-CVIU11-pattern3-target7 14 0 34 34 34 34 34 34 2478
all-images-CVIU11-pattern3-target70 14 0 27 27 27 27 27 27 1720
all-images-CVIU11-pattern3-target71 14 0 34 34 34 34 34 34 2120
all-images-CVIU11-pattern3-target72 14 0 26 26 26 26 26 26 979
all-images-CVIU11-pattern3-target73 14 0 39 39 39 39 39 39 2030
all-images-CVIU11-pattern3-target74 14 0 37 37 37 37 37 37 2168
all-images-CVIU11-pattern3-target75 14 0 31 31 31 31 31 31 1755
all-images-CVIU11-pattern3-target76 14 0 32 32 32 32 32 32 1823
all-images-CVIU11-pattern3-target77 14 0 62 62 62 62 62 62 4336
all-images-CVIU11-pattern3-target78 14 0 51 51 51 51 51 51 3821
all-images-CVIU11-pattern3-target79 14 0 21 21 21 21 21 21 750
all-images-CVIU11-pattern3-target8 14 0 31 31 31 31 31 31 1151
all-images-CVIU11-pattern3-target80 14 0 19 19 19 19 19 19 743
all-images-CVIU11-pattern3-target81 14 0 20 20 20 20 20 20 604
all-images-CVIU11-pattern3-target82 14 0 27 27 27 27 27 27 1361
all-images-CVIU11-pattern3-target83 14 0 38 38 38 38 38 38 2036
all-images-CVIU11-pattern3-target84 14 0 5 5 5 5 5 5 53
all-images-CVIU11-pattern3-target85 14 0 70 70 70 70 70 70 5169
all-images-CVIU11-pattern3-target86 14 0 20 20 20 20 20 20 752
all-images-CVIU11-pattern3-target87 14 0 24 24 24 24 24 24 1051
all-images-CVIU11-pattern3-target88 14 0 36 36 36 36 36 36 2309
all-images-CVIU11-pattern3-target89 14 0 23 23 23 23 23 23 642
all-images-CVIU11-pattern3-target9 14 0 20 20 20 20 20 20 757
all-images-CVIU11-pattern3-target90 14 0 23 23 23 23 23 23 627
all-images-CVIU11-pattern3-target91 14 0 9 9 9 9 9 9 90
all-images-CVIU11-pattern3-target92 14 0 62 62 62 62 62 62 5361
all-images-CVIU11-pattern3-target93 14 0 41 41 41 41 41 41 2044
all-images-CVIU11-pattern3-target94 14 0 51 51 51 51 51 51 3610
all-images-CVIU11-pattern3-target95 14 0 3 3 3 3 3 3 79
all-images-CVIU11-pattern3-target96 14 0 10 10 10 10 10 10 207
all-images-CVIU11-pattern3-target97 14 0 21 21 21 21 21 21 814
all-images-CVIU11-pattern3-target98 14 0 19 19 19 19 19 19 538
all-images-CVIU11-pattern3-target99 14 0 25 25 25 25 25 25 985
all-images-CVIU11-pattern30-target1 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target10 14 0 1 1 1 1 1 1 9
all-images-CVIU11-pattern30-target100 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target101 14 0 1 1 1 1 1 1 4
all-images-CVIU11-pattern30-target102 14 0 1 1 1 1 1 1 8
all-images-CVIU11-pattern30-target103 14 0 1 1 1 1 1 1 16
all-images-CVIU11-pattern30-target104 14 0 1 1 1 1 1 1 25
all-images-CVIU11-pattern30-target105 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target106 14 0 1 1 1 1 1 1 24
all-images-CVIU11-pattern30-target107 14 0 1 1 1 1 1 1 10
all-images-CVIU11-pattern30-target108 14 0 1 1 1 1 1 1 48
all-images-CVIU11-pattern30-target109 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target11 14 0 1 1 1 1 1 1 10
all-images-CVIU11-pattern30-target110 14 0 1 1 1 1 1 1 11
all-images-CVIU11-pattern30-target111 14 0 1 1 1 1 1 1 9
all-images-CVIU11-pattern30-target112 14 0 1 1 1 1 1 1 9
all-images-CVIU11-pattern30-target113 14 0 1 1 1 1 1 1 5
all-images-CVIU11-pattern30-target114 14 0 1 1 1 1 1 1 3
all-images-CVIU11-pattern30-target115 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target116 14 0 1 1 1 1 1 1 39
all-images-CVIU11-pattern30-target117 14 0 1 1 1 1 1 1 35
all-images-CVIU11-pattern30-target118 14 0 1 1 1 1 1 1 24
all-images-CVIU11-pattern30-target119 14 0 1 1 1 1 1 1 52
all-images-CVIU11-pattern30-target12 14 0 1 1 1 1 1 1 17
all-images-CVIU11-pattern30-target120 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target121 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target122 14 0 1 1 1 1 1 1 16
all-images-CVIU11-pattern30-target123 14 0 1 1 1 1 1 1 27
all-images-CVIU11-pattern30-target124 14 0 2 2 2 2 2 2 50
all-images-CVIU11-pattern30-target125 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target126 14 0 1 1 1 1 1 1 4
all-images-CVIU11-pattern30-target127 14 0 1 1 1 1 1 1 10
all-images-CVIU11-pattern30-target128 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target129 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern30-target13 14 0 1 1 1 1 1 1 34
all-images-CVIU11-pattern30-target130 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern30-target131 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern30-target132 14 0 1 1 1 1 1 1 22
all-images-CVIU11-pattern30-target133 14 0 1 1 1 1 1 1 4
all-images-CVIU11-pattern30-target134 14 0 1 1 1 1 1 1 15
all-images-CVIU11-pattern30-target135 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target136 14 0 2 2 2 2 2 2 33
all-images-CVIU11-pattern30-target137 14 0 2 2 2 2 2 2 28
all-images-CVIU11-pattern30-target138 14 0 1 1 1 1 1 1 47
all-images-CVIU11-pattern30-target139 14 0 2 2 2 2 2 2 40
all-images-CVIU11-pattern30-target14 14 0 1 1 1 1 1 1 3
all-images-CVIU11-pattern30-target140 14 0 1 1 1 1 1 1 16
all-images-CVIU11-pattern30-target141 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern30-target142 14 0 1 1 1 1 1 1 26
all-images-CVIU11-pattern30-target143 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target144 14 0 1 1 1 1 1 1 7
all-images-CVIU11-pattern30-target145 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target146 14 0 1 1 1 1 1 1 34
all-images-CVIU11-pattern30-target15 14 0 1 1 1 1 1 1 4
all-images-CVIU11-pattern30-target16 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern30-target17 14 0 1 1 1 1 1 1 28
all-images-CVIU11-pattern30-target18 14 0 1 1 1 1 1 1 20
all-images-CVIU11-pattern30-target19 14 0 1 1 1 1 1 1 22
all-images-CVIU11-pattern30-target2 14 0 1 1 1 1 1 1 11
all-images-CVIU11-pattern30-target20 14 0 1 1 1 1 1 1 21
all-images-CVIU11-pattern30-target21 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern30-target22 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target23 14 0 1 1 1 1 1 1 25
all-images-CVIU11-pattern30-target24 14 0 1 1 1 1 1 1 15
all-images-CVIU11-pattern30-target25 14 0 1 1 1 1 1 1 4
all-images-CVIU11-pattern30-target26 14 0 1 1 1 1 1 1 4
all-images-CVIU11-pattern30-target27 14 0 1 1 1 1 1 1 22
all-images-CVIU11-pattern30-target28 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern30-target29 14 0 1 1 1 1 1 1 46
all-images-CVIU11-pattern30-target3 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target30 14 0 1 1 1 1 1 1 33
all-images-CVIU11-pattern30-target31 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target32 14 0 1 1 1 1 1 1 36
all-images-CVIU11-pattern30-target33 14 0 1 1 1 1 1 1 62
all-images-CVIU11-pattern30-target34 14 0 1 1 1 1 1 1 19
all-images-CVIU11-pattern30-target35 14 0 1 1 1 1 1 1 42
all-images-CVIU11-pattern30-target36 14 0 1 1 1 1 1 1 24
all-images-CVIU11-pattern30-target37 14 0 1 1 1 1 1 1 38
all-images-CVIU11-pattern30-target38 14 0 1 1 1 1 1 1 27
all-images-CVIU11-pattern30-target39 14 0 1 1 1 1 1 1 21
all-images-CVIU11-pattern30-target4 14 0 1 1 1 1 1 1 23
all-images-CVIU11-pattern30-target40 14 0 1 1 1 1 1 1 42
all-images-CVIU11-pattern30-target41 14 0 1 1 1 1 1 1 15
all-images-CVIU11-pattern30-target42 14 0 1 1 1 1 1 1 33
all-images-CVIU11-pattern30-target43 14 0 1 1 1 1 1 1 28
all-images-CVIU11-pattern30-target44 14 0 1 1 1 1 1 1 25
all-images-CVIU11-pattern30-target45 14 0 1 1 1 1 1 1 16
all-images-CVIU11-pattern30-target46 14 0 2 2 2 2 2 2 58
all-images-CVIU11-pattern30-target47 14 0 1 1 1 1 1 1 53
all-images-CVIU11-pattern30-target48 14 0 1 1 1 1 1 1 28
all-images-CVIU11-pattern30-target49 14 0 1 1 1 1 1 1 32
all-images-CVIU11-pattern30-target5 14 0 1 1 1 1 1 1 45
all-images-CVIU11-pattern30-target50 14 0 1 1 1 1 1 1 38
all-images-CVIU11-pattern30-target51 14 0 1 1 1 1 1 1 31
all-images-CVIU11-pattern30-target52 14 0 2 2 2 2 2 2 54
all-images-CVIU11-pattern30-target53 14 0 1 1 1 1 1 1 24
all-images-CVIU11-pattern30-target54 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target55 14 0 1 1 1 1 1 1 20
all-images-CVIU11-pattern30-target56 14 0 1 1 1 1 1 1 15
all-images-CVIU11-pattern30-target57 14 0 1 1 1 1 1 1 34
all-images-CVIU11-pattern30-target58 14 0 1 1 1 1 1 1 20
all-images-CVIU11-pattern30-target59 14 0 1 1 1 1 1 1 21
all-images-CVIU11-pattern30-target6 14 0 1 1 1 1 1 1 51
all-images-CVIU11-pattern30-target60 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern30-target61 14 0 1 1 1 1 1 1 42
all-images-CVIU11-pattern30-target62 14 0 1 1 1 1 1 1 32
all-images-CVIU11-pattern30-target63 14 0 1 1 1 1 1 1 37
all-images-CVIU11-pattern30-target64 14 0 1 1 1 1 1 1 30
all-images-CVIU11-pattern30-target65 14 0 1 1 1 1 1 1 19
all-images-CVIU11-pattern30-target66 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target67 14 0 5 5 5 5 5 5 112
all-images-CVIU11-pattern30-target68 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target69 14 0 1 1 1 1 1 1 29
all-images-CVIU11-pattern30-target7 14 0 1 1 1 1 1 1 37
all-images-CVIU11-pattern30-target70 14 0 1 1 1 1 1 1 16
all-images-CVIU11-pattern30-target71 14 0 1 1 1 1 1 1 19
all-images-CVIU11-pattern30-target72 14 0 1 1 1 1 1 1 21
all-images-CVIU11-pattern30-target73 14 0 1 1 1 1 1 1 11
all-images-CVIU11-pattern30-target74 14 0 1 1 1 1 1 1 32
all-images-CVIU11-pattern30-target75 14 0 1 1 1 1 1 1 17
all-images-CVIU11-pattern30-target76 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target77 14 0 1 1 1 1 1 1 37
all-images-CVIU11-pattern30-target78 14 0 1 1 1 1 1 1 31
all-images-CVIU11-pattern30-target79 14 0 1 1 1 1 1 1 27
all-images-CVIU11-pattern30-target8 14 0 1 1 1 1 1 1 17
all-images-CVIU11-pattern30-target80 14 0 1 1 1 1 1 1 16
all-images-CVIU11-pattern30-target81 14 0 2 2 2 2 2 2 31
all-images-CVIU11-pattern30-target82 14 0 1 1 1 1 1 1 22
all-images-CVIU11-pattern30-target83 14 0 1 1 1 1 1 1 15
all-images-CVIU11-pattern30-target84 14 0 1 1 1 1 1 1 7
all-images-CVIU11-pattern30-target85 14 0 1 1 1 1 1 1 40
all-images-CVIU11-pattern30-target86 14 0 1 1 1 1 1 1 19
all-images-CVIU11-pattern30-target87 14 0 1 1 1 1 1 1 26
all-images-CVIU11-pattern30-target88 14 0 1 1 1 1 1 1 30
all-images-CVIU11-pattern30-target89 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern30-target9 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern30-target90 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target91 14 0 1 1 1 1 1 1 8
all-images-CVIU11-pattern30-target92 14 0 1 1 1 1 1 1 46
all-images-CVIU11-pattern30-target93 14 0 3 3 3 3 3 3 75
all-images-CVIU11-pattern30-target94 14 0 1 1 1 1 1 1 31
all-images-CVIU11-pattern30-target95 14 0 1 1 1 1 1 1 7
all-images-CVIU11-pattern30-target96 14 0 1 1 1 1 1 1 8
all-images-CVIU11-pattern30-target97 14 0 1 1 1 1 1 1 17
all-images-CVIU11-pattern30-target98 14 0 1 1 1 1 1 1 13
all-images-CVIU11-pattern30-target99 14 0 2 2 2 2 2 2 28
all-images-CVIU11-pattern31-target1 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target10 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target100 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target101 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target102 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target103 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target104 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target105 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target106 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target107 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target108 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target109 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target11 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target110 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target111 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target112 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target113 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target114 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target115 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target116 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target117 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target118 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target119 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target12 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target120 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target121 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target122 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target123 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target124 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target125 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target126 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target127 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target128 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target129 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target13 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target130 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target131 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target132 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target133 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target134 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target135 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target136 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target137 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target138 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target139 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target14 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target140 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target141 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target142 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target143 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target144 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target145 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target146 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target15 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target16 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target17 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target18 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target19 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target2 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target20 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target21 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target22 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target23 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target24 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target25 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target26 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target27 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target28 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target29 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target3 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target30 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target31 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target32 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target33 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target34 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target35 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target36 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target37 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target38 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target39 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target4 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target40 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target41 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target42 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target43 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target44 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target45 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target46 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target47 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target48 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target49 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target5 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target50 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target51 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target52 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target53 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target54 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target55 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target56 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target57 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target58 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target59 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target6 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target60 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target61 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target62 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target63 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target64 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target65 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target66 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target67 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target68 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target69 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target7 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target70 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target71 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target72 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target73 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target74 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target75 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target76 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target77 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target78 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target79 14 1 2 2 2 2 2 2 3
all-images-CVIU11-pattern31-target8 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target80 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target81 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target82 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target83 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target84 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target85 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target86 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target87 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target88 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target89 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target9 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target90 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target91 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target92 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target93 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target94 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target95 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target96 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target97 14 0 1 1 1 1 1 1 1
all-images-CVIU11-pattern31-target98 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern31-target99 14 0 0 0 0 0 0 0 2
all-images-CVIU11-pattern33-target1 14 0 1 1 1 1 1 1 59
all-images-CVIU11-pattern33-target10 14 0 3 3 3 3 3 3 59
all-images-CVIU11-pattern33-target100 14 0 1 1 1 1 1 1 25
all-images-CVIU11-pattern33-target101 14 0 1 1 1 1 1 1 14
all-images-CVIU11-pattern33-target102 14 0 1 1 1 1 1 1 28
all-images-CVIU11-pattern33-target103 14 0 2 2 2 2 2 2 41
all-images-CVIU11-pattern33-target104 14 0 1 1 1 1 1 1 68
all-images-CVIU11-pattern33-target105 14 0 6 6 6 6 6 6 146
all-images-CVIU11-pattern33-target106 14 0 1 1 1 1 1 1 68
all-images-CVIU11-pattern33-target107 14 0 5 5 5 5 5 5 151
all-images-CVIU11-pattern33-target108 14 0 11 11 11 11 11 11 722
all-images-CVIU11-pattern33-target109 14 0 1 1 1 1 1 1 39
all-images-CVIU11-pattern33-target11 14 0 1 1 1 1 1 1 26
all-images-CVIU11-pattern33-target110 14 0 1 1 1 1 1 1 27
all-images-CVIU11-pattern33-target111 14 0 3 3 3 3 3 3 48
all-images-CVIU11-pattern33-target112 14 0 1 1 1 1 1 1 24
all-images-CVIU11-pattern33-target113 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern33-target114 14 0 1 1 1 1 1 1 30
all-images-CVIU11-pattern33-target115 14 0 1 1 1 1 1 1 47
all-images-CVIU11-pattern33-target116 14 0 9 9 9 9 9 9 390
all-images-CVIU11-pattern33-target117 14 0 12 12 12 12 12 12 437
all-images-CVIU11-pattern33-target118 14 0 1 1 1 1 1 1 54
all-images-CVIU11-pattern33-target119 14 0 1 1 1 1 1 1 86
all-images-CVIU11-pattern33-target12 14 0 5 5 5 5 5 5 133
all-images-CVIU11-pattern33-target120 14 0 8 8 8 8 8 8 243
all-images-CVIU11-pattern33-target121 14 0 5 5 5 5 5 5 199
all-images-CVIU11-pattern33-target122 14 0 8 8 8 8 8 8 199
all-images-CVIU11-pattern33-target123 14 0 3 3 3 3 3 3 139
all-images-CVIU11-pattern33-target124 14 0 11 11 11 11 11 11 429
all-images-CVIU11-pattern33-target125 14 0 3 3 3 3 3 3 45
all-images-CVIU11-pattern33-target126 14 0 3 3 3 3 3 3 18
all-images-CVIU11-pattern33-target127 14 0 1 1 1 1 1 1 12
all-images-CVIU11-pattern33-target128 14 0 9 9 9 9 9 9 311
all-images-CVIU11-pattern33-target129 14 0 1 1 1 1 1 1 25
all-images-CVIU11-pattern33-target13 14 0 3 3 3 3 3 3 156
all-images-CVIU11-pattern33-target130 14 0 1 1 1 1 1 1 18
all-images-CVIU11-pattern33-target131 14 0 3 3 3 3 3 3 53
all-images-CVIU11-pattern33-target132 14 0 2 2 2 2 2 2 106
all-images-CVIU11-pattern33-target133 14 0 5 5 5 5 5 5 119
all-images-CVIU11-pattern33-target134 14 0 4 4 4 4 4 4 74
all-images-CVIU11-pattern33-target135 14 0 1 1 1 1 1 1 51
all-images-CVIU11-pattern33-target136 14 0 1 1 1 1 1 1 57
all-images-CVIU11-pattern33-target137 14 0 2 2 2 2 2 2 36
all-images-CVIU11-pattern33-target138 14 0 15 15 15 15 15 15 468
all-images-CVIU11-pattern33-target139 14 0 4 4 4 4 4 4 100
