instance family sat restarting3 restarting3con10000 parallel3t32 parallel3t32con10000 nonsharing3t32 mpi3h6t16npn2bt32con10000
g10-g106 11 X NaN NaN NaN NaN NaN NaN
g10-g107 11 0 NaN NaN NaN NaN NaN 206558
g10-g108 11 X NaN NaN NaN NaN NaN NaN
g10-g109 11 0 278 339 863 909 561 662
g10-g110 11 0 509 503 1157 1160 823 905
g10-g111 11 X NaN NaN NaN NaN NaN NaN
g10-g112 11 0 484 494 1324 1249 1522 1011
g10-g51 11 X NaN NaN NaN NaN NaN NaN
g10-g52 11 0 1 1 19 23 20 30
g10-g53 11 0 37 37 37 48 49 63
g10-g54 11 0 4 2 26 33 25 34
g10-g55 11 0 2 3 30 29 21 33
g10-g56 11 0 3 2 29 28 24 35
g10-g57 11 0 1 0 9 8 8 1
g10-g61 11 0 3 2 29 32 23 34
g10-g62 11 0 7 5 30 27 34 40
g10-g63 11 X NaN NaN NaN NaN NaN NaN
g10-g64 11 1 30 47 42 46 39 71
g10-g65 11 0 7 8 40 42 43 47
g10-g67 11 0 4 4 12 12 14 6
g10-g68 11 1 18 19 38 45 37 57
g10-g69 11 0 6 5 44 44 39 43
g10-g70 11 0 6 4 42 39 33 40
g10-g71 11 0 8 5 49 43 37 43
g10-g72 11 0 3 2 56 51 46 42
g10-g74 11 0 9 10 59 52 53 50
g10-g75 11 0 32 34 58 55 55 70
g10-g76 11 0 81 80 68 66 54 147
g10-g77 11 0 275 283 80 86 78 308
g10-g78 11 0 9 13 66 65 56 56
g10-g79 11 0 10 7 69 76 61 56
g10-g80 11 0 10 9 21 19 18 13
g10-g81 11 0 24 27 92 99 80 78
g10-g83 11 0 24 21 85 93 67 76
g10-g84 11 0 160 159 130 121 105 203
g10-g85 11 0 12 12 18 25 21 17
g10-g87 11 0 21 14 96 96 77 80
g10-g88 11 0 25 25 102 101 85 83
g10-g89 11 0 18 16 24 25 23 19
g10-g90 11 0 29 35 131 117 96 96
g10-g91 11 0 29 31 111 142 88 98
g10-g92 11 0 35 35 153 152 125 115
g10-g94 11 0 47 56 200 186 142 134
g10-g95 11 0 50 48 170 200 135 130
g10-g96 11 0 48 33 195 161 117 135
g10-g97 11 0 42 41 201 197 143 136
g10-g98 11 0 55 46 201 195 140 133
g10-g99 11 0 46 47 171 210 144 137
g11-g100 11 0 41 52 50 50 52 53
g11-g101 11 0 44 43 284 290 192 178
g11-g102 11 0 77 71 296 278 184 182
g11-g103 11 0 80 50 258 287 164 193
g11-g104 11 0 131 136 363 369 253 278
g11-g105 11 0 133 148 348 432 236 277
g11-g106 11 0 245 275 732 862 569 587
g11-g107 11 0 253 255 952 938 570 576
g11-g108 11 0 296 295 954 946 594 640
g11-g109 11 0 264 248 942 979 754 656
g11-g110 11 0 1997 1669 1530 2596 2268 2514
g11-g111 11 0 403 404 1056 1135 664 807
g11-g112 11 0 509 457 1246 1403 1219 1027
g11-g51 11 0 81963 77127 29484 21674 66878 2782
g11-g52 11 0 2 1 21 20 19 30
g11-g53 11 0 1 2 22 21 19 32
g11-g54 11 0 3 3 28 27 23 35
g11-g55 11 0 4 3 21 23 21 34
g11-g56 11 0 4 6 31 28 24 36
g11-g57 11 0 1 1 9 10 10 1
g11-g61 11 0 2 2 28 29 25 34
g11-g62 11 0 5 8 41 36 36 44
g11-g63 11 0 37 26 85 57 55 74
g11-g64 11 1 30 30 43 41 34 72
g11-g65 11 0 7 12 42 42 28 44
g11-g67 11 0 4 4 40 42 35 39
g11-g68 11 0 78482 75946 11867 7933 62514 1972
g11-g69 11 0 3 5 37 38 36 43
g11-g70 11 0 3 3 45 44 40 40
g11-g71 11 0 7 7 45 44 35 42
g11-g72 11 0 3 4 49 52 39 42
g11-g74 11 1 15 10 61 63 53 50
g11-g75 11 1 34 26 60 61 48 70
g11-g76 11 1 76 82 65 62 53 149
g11-g77 11 1 275 287 92 87 75 313
g11-g78 11 1 15 15 71 51 54 57
g11-g79 11 0 9 9 75 69 58 54
g11-g80 11 0 10 6 76 85 68 56
g11-g81 11 0 27 32 84 93 60 79
g11-g83 11 0 12 23 106 99 63 79
g11-g84 11 1 160 128 131 140 107 202
g11-g85 11 0 12 12 25 23 25 18
g11-g87 11 0 20 20 94 106 83 81
g11-g88 11 0 26 17 109 105 72 77
g11-g89 11 0 17 17 102 98 83 74
g11-g90 11 0 29 27 142 136 103 94
g11-g91 11 0 21 21 144 132 101 92
g11-g92 11 0 43 34 136 133 118 116
g11-g94 11 0 52 38 196 154 136 128
g11-g95 11 0 32 32 192 169 147 132
g11-g96 11 0 48 49 201 165 135 134
g11-g97 11 0 41 42 192 196 150 129
g11-g98 11 0 33 53 195 180 142 135
g11-g99 11 0 34 45 198 205 131 136
g12-g100 11 0 52 44 51 57 52 54
g12-g101 11 0 67 44 67 72 61 67
g12-g102 11 0 69 47 61 73 66 71
g12-g103 11 0 68 76 70 61 66 83
g12-g104 11 0 135 130 407 387 235 273
g12-g105 11 0 102 133 416 402 291 284
g12-g106 11 0 268 252 951 833 519 582
g12-g107 11 0 295 243 763 799 545 571
g12-g108 11 0 330 271 886 951 592 636
g12-g109 11 0 296 343 190 207 210 292
g12-g110 11 0 444 409 1123 1115 691 844
g12-g111 11 0 377 385 1105 1022 703 799
g12-g112 11 0 579 579 1227 1374 1362 1011
g12-g51 11 0 2 3 20 21 17 30
g12-g52 11 0 1 1 21 18 20 31
g12-g53 11 0 1 1 9 11 8 2
g12-g54 11 0 4 4 25 28 25 36
g12-g55 11 0 2 2 11 10 11 4
g12-g56 11 0 3 4 29 32 28 34
g12-g57 11 0 1 1 10 10 8 2
g12-g61 11 0 2 1 11 11 11 3
g12-g62 11 0 4 4 39 37 27 40
g12-g63 11 0 11 8 46 42 36 47
g12-g64 11 1 32 32 39 47 41 74
g12-g65 11 0 5 5 15 16 14 8
g12-g67 11 0 3 4 11 13 13 5
g12-g68 11 0 613 612 222 808 612 1115
g12-g69 11 0 4 4 12 13 14 7
g12-g70 11 0 3 3 11 12 12 5
g12-g71 11 0 7 5 14 13 13 7
g12-g72 11 0 3 3 14 15 14 5
g12-g74 11 0 3231 3471 620 774 2713 401
g12-g75 11 1 20 29 78 85 58 71
g12-g76 11 1 95 90 80 78 64 158
g12-g77 11 1 285 262 89 89 79 310
g12-g78 11 0 11 13 68 71 57 56
g12-g79 11 0 8 8 17 19 19 14
g12-g80 11 0 12 10 21 20 20 13
g12-g81 11 0 18 23 23 25 25 31
g12-g83 11 0 11 15 27 25 29 20
g12-g84 11 X NaN NaN NaN NaN NaN NaN
g12-g85 11 0 10 13 24 24 26 18
g12-g87 11 0 17 18 92 103 71 83
g12-g88 11 0 22 26 89 107 62 83
g12-g89 11 0 16 16 23 26 26 20
g12-g90 11 0 28 27 37 37 37 35
g12-g91 11 0 28 32 147 120 112 98
g12-g92 11 0 34 40 153 160 114 113
g12-g94 11 0 40 47 49 47 52 53
g12-g95 11 0 47 49 47 55 56 54
g12-g96 11 0 48 32 50 54 48 54
g12-g97 11 0 40 47 52 53 52 54
g12-g98 11 0 35 32 60 54 48 56
g12-g99 11 0 52 52 55 44 54 53
g13-g100 11 0 41 42 55 58 59 53
g13-g101 11 0 61 65 59 67 73 69
g13-g102 11 0 70 64 73 63 69 73
g13-g103 11 0 69 77 285 298 182 185
g13-g104 11 0 128 131 353 390 273 268
g13-g105 11 0 148 106 386 346 260 267
g13-g106 11 0 247 218 730 786 431 576
g13-g107 11 0 227 281 877 857 564 570
g13-g108 11 0 292 289 966 1020 545 628
g13-g109 11 0 299 345 210 203 235 285
g13-g110 11 0 407 475 967 1009 715 839
g13-g111 11 0 348 380 1141 1149 675 794
g13-g112 11 0 592 486 1144 1297 1421 982
g13-g51 11 1 220 134 170 164 169 31
g13-g52 11 0 1 1 19 21 19 30
g13-g53 11 0 1 1 22 22 20 30
g13-g54 11 0 2 2 25 29 22 33
g13-g55 11 0 3 2 25 25 20 33
g13-g56 11 0 2 2 24 26 19 33
g13-g57 11 0 1 1 10 9 10 1
g13-g61 11 0 1 2 9 11 9 3
g13-g62 11 0 6 5 28 27 20 39
g13-g63 11 0 9 9 42 37 39 47
g13-g64 11 X NaN NaN NaN NaN NaN NaN
g13-g65 11 0 9 8 40 33 33 42
g13-g67 11 0 4 4 9 12 12 5
g13-g68 11 0 884 891 249 371 877 277
g13-g69 11 0 4 4 13 15 13 5
g13-g70 11 0 3 3 13 13 12 5
g13-g71 11 0 4 4 13 12 12 7
g13-g72 11 0 3 3 14 14 14 5
g13-g74 11 0 7 10 61 53 46 51
g13-g75 11 0 25 35 57 60 50 75
g13-g76 11 0 86 82 70 64 55 151
g13-g77 11 0 255 232 84 87 76 310
g13-g78 11 0 9 11 62 67 53 56
g13-g79 11 0 9 10 58 71 44 62
g13-g80 11 0 9 9 19 17 19 13
g13-g81 11 0 26 23 83 84 73 74
g13-g83 11 0 20 16 27 26 27 22
g13-g84 11 0 164 163 126 126 127 200
g13-g85 11 0 12 14 24 25 26 17
g13-g87 11 0 19 19 101 100 66 81
g13-g88 11 0 22 22 90 98 63 80
g13-g89 11 0 13 18 26 26 26 19
g13-g90 11 0 33 25 33 31 36 35
g13-g91 11 0 18 27 138 120 100 99
g13-g92 11 0 32 41 145 122 104 110
g13-g94 11 0 42 50 55 50 53 53
g13-g95 11 0 50 34 42 52 48 53
g13-g96 11 0 34 49 50 54 50 53
g13-g97 11 0 41 40 54 49 51 52
g13-g98 11 0 52 49 48 53 53 54
g13-g99 11 0 36 32 58 46 49 56
g14-g100 11 0 45 55 187 195 148 132
g14-g101 11 0 72 47 257 280 191 176
g14-g102 11 0 78 77 236 268 189 183
g14-g103 11 0 71 75 230 297 194 186
g14-g104 11 0 142 108 409 410 241 273
g14-g105 11 0 105 131 412 414 301 273
g14-g106 11 0 290 274 809 824 572 582
g14-g107 11 0 232 286 801 889 584 571
g14-g108 11 0 293 296 859 837 577 639
g14-g109 11 0 270 309 904 922 600 688
g14-g110 11 0 419 503 1138 1094 776 865
g14-g111 11 0 374 346 1195 932 650 791
g14-g112 11 0 496 471 1302 1181 1391 995
g14-g51 11 1 2162 646 277 38 126 85
g14-g52 11 0 2 1 22 18 18 29
g14-g53 11 0 2 2 22 23 20 31
g14-g54 11 0 2 3 31 29 29 34
g14-g55 11 0 1 1 24 28 23 34
g14-g56 11 0 3 3 28 26 22 34
g14-g57 11 0 1 1 25 21 22 32
g14-g61 11 0 1 2 29 32 26 35
g14-g62 11 0 7 5 37 39 36 39
g14-g63 11 0 8 12 47 45 35 51
g14-g64 11 X NaN NaN NaN NaN NaN NaN
g14-g65 11 0 9 6 42 40 34 45
g14-g67 11 0 4 4 35 39 35 39
g14-g68 11 0 204 321 117 408 250 732
g14-g69 11 0 5 3 40 42 39 42
g14-g70 11 0 4 3 42 46 38 39
g14-g71 11 0 5 7 51 48 37 42
g14-g72 11 0 4 4 56 50 37 42
g14-g74 11 0 7 10 59 59 46 50
g14-g75 11 0 25 19 45 61 38 72
g14-g76 11 0 82 84 67 67 57 144
g14-g77 11 0 284 214 83 97 70 313
g14-g78 11 0 8 8 66 64 61 56
g14-g79 11 0 9 8 71 68 58 55
g14-g80 11 0 7 10 79 70 58 57
g14-g81 11 0 17 26 84 72 84 75
g14-g83 11 0 12 21 86 89 70 76
g14-g84 11 0 111 132 141 139 107 203
g14-g85 11 0 12 13 99 88 71 71
g14-g87 11 0 20 19 96 100 72 80
g14-g88 11 0 24 16 105 104 82 81
g14-g89 11 0 11 18 83 99 73 75
g14-g90 11 0 26 26 123 120 95 93
g14-g91 11 0 37 29 144 130 97 97
g14-g92 11 0 34 41 146 125 98 120
g14-g94 11 0 51 41 157 180 112 126
g14-g95 11 0 49 48 198 162 138 131
g14-g96 11 0 51 51 165 204 119 131
g14-g97 11 0 42 40 191 198 150 133
g14-g98 11 0 55 51 211 207 120 136
g14-g99 11 0 51 43 187 208 131 134
g15-g100 11 0 33 40 55 55 55 53
g15-g101 11 0 66 66 72 57 63 69
g15-g102 11 0 48 74 72 69 66 75
g15-g103 11 0 67 75 70 66 70 81
g15-g104 11 0 131 125 420 419 281 272
g15-g105 11 0 128 89 416 398 268 271
g15-g106 11 0 268 247 821 731 569 635
g15-g107 11 0 247 246 809 780 504 562
g15-g108 11 0 337 299 992 938 584 633
g15-g109 11 0 336 286 200 203 196 285
g15-g110 11 0 449 438 1143 996 719 836
g15-g111 11 0 407 326 1126 1011 680 781
g15-g112 11 0 483 466 1301 1191 1144 980
g15-g51 11 1 4 6 22 22 19 31
g15-g52 11 0 1 1 17 16 16 30
g15-g53 11 0 1 1 11 11 10 3
g15-g54 11 0 4 2 28 29 27 34
g15-g55 11 0 1 2 9 10 9 3
g15-g56 11 0 4 2 29 25 24 32
g15-g57 11 0 1 1 7 8 7 1
g15-g61 11 0 2 2 11 12 10 3
g15-g62 11 0 5 4 34 35 24 39
g15-g63 11 0 8 8 45 36 31 46
g15-g64 11 0 131229 129214 21339 17115 134852 4509
g15-g65 11 0 8 6 14 15 12 10
g15-g67 11 0 2 2 10 12 9 5
g15-g68 11 0 59 62 84 83 72 98
g15-g69 11 0 4 3 13 12 15 7
g15-g70 11 0 3 4 14 14 12 5
g15-g71 11 0 3 4 14 13 14 7
g15-g72 11 0 3 3 14 15 16 6
g15-g74 11 0 8 11 58 47 43 51
g15-g75 11 0 41 32 63 64 59 74
g15-g76 11 0 83 85 79 57 66 149
g15-g77 11 0 216 224 90 91 71 313
g15-g78 11 0 7 12 61 59 45 55
g15-g79 11 0 8 8 16 19 18 13
g15-g80 11 0 6 9 17 17 18 13
g15-g81 11 0 23 23 25 25 26 30
g15-g83 11 0 15 15 25 26 27 18
g15-g84 11 0 112 162 140 134 118 206
g15-g85 11 0 12 17 25 25 28 18
g15-g87 11 0 19 19 88 99 68 72
g15-g88 11 0 14 17 90 100 77 79
g15-g89 11 0 16 16 26 26 24 20
g15-g90 11 0 19 24 37 37 40 30
g15-g91 11 0 28 28 132 143 110 101
g15-g92 11 0 43 33 134 166 101 109
g15-g94 11 0 50 41 50 47 51 51
g15-g95 11 0 30 32 44 52 47 54
g15-g96 11 0 48 38 50 51 44 53
g15-g97 11 0 41 40 56 52 55 51
g15-g98 11 0 53 50 55 52 53 54
g15-g99 11 0 42 52 55 54 57 55
g16-g100 11 0 52 44 55 53 54 55
g16-g101 11 0 71 46 293 309 196 187
g16-g102 11 0 48 76 294 256 205 192
g16-g103 11 0 84 63 289 298 209 209
g16-g104 11 0 137 156 377 448 281 288
g16-g105 11 0 129 106 470 415 245 286
g16-g106 11 0 245 265 902 872 575 601
g16-g107 11 0 242 250 862 969 539 595
g16-g108 11 0 279 298 904 1008 576 657
g16-g109 11 0 290 330 201 205 230 284
g16-g110 11 0 433 417 1053 1052 779 906
g16-g111 11 0 334 393 1179 1229 881 838
g16-g112 11 0 467 538 1422 1571 1325 981
g16-g51 11 0 224 198 273 306 220 210
g16-g52 11 0 1 1 25 23 20 31
g16-g53 11 0 2 2 25 25 20 33
g16-g54 11 0 6 3 29 30 26 35
g16-g55 11 0 2 4 32 31 26 35
g16-g56 11 0 6 5 29 28 26 37
g16-g57 11 0 1 1 10 10 8 2
g16-g61 11 0 1 2 11 11 11 3
g16-g62 11 0 4 6 40 38 21 42
g16-g63 11 0 21 13 63 62 44 65
g16-g64 11 1 497 1134 191 923 68 77
g16-g65 11 0 8 8 41 50 40 49
g16-g67 11 0 4 4 45 44 46 42
g16-g68 11 0 42189 43768 5161 4057 33873 1290
g16-g69 11 0 4 3 14 15 13 6
g16-g70 11 0 2 3 12 13 12 6
g16-g71 11 0 5 5 54 46 29 44
g16-g72 11 0 4 4 63 49 36 46
g16-g74 11 0 11 11 65 65 56 54
g16-g75 11 0 27 35 58 69 65 78
g16-g76 11 0 85 118 83 82 63 156
g16-g77 11 0 293 300 102 102 86 318
g16-g78 11 0 18 21 80 75 37 62
g16-g79 11 0 10 11 74 84 63 58
g16-g80 11 0 9 10 20 19 19 13
g16-g81 11 0 34 29 109 92 85 86
g16-g83 11 0 20 15 99 111 98 87
g16-g84 11 0 134 132 143 144 126 207
g16-g85 11 0 13 12 25 23 24 18
g16-g87 11 0 20 19 107 117 82 89
g16-g88 11 0 20 17 112 111 84 83
g16-g89 11 0 16 17 21 25 24 21
g16-g90 11 0 26 27 131 138 126 101
g16-g91 11 0 28 26 125 132 117 104
g16-g92 11 0 34 39 165 167 141 113
g16-g94 11 0 45 44 207 170 145 137
g16-g95 11 0 50 33 204 210 167 142
g16-g96 11 0 42 34 172 175 162 138
g16-g97 11 0 42 43 54 45 51 54
g16-g98 11 0 64 60 165 180 128 146
g16-g99 11 0 52 42 211 214 125 145
g17-g100 11 0 52 52 54 54 50 52
g17-g101 11 0 71 48 84 73 76 79
g17-g102 11 0 51 81 81 79 81 69
g17-g103 11 0 52 100 85 82 65 90
g17-g104 11 1 1298 6234 490 413 360 312
g17-g105 11 1 1536 15524 598 1002 574 350
g17-g106 11 1 318 1112 987 962 631 624
g17-g107 11 1 285 367 938 863 641 613
g17-g108 11 1 1162 1945 932 1237 714 684
g17-g109 11 0 101281 98103 9139 14576 101166 6231
g17-g110 11 1 475 398 1209 1082 835 928
g17-g111 11 1 491 1151 1237 1161 863 852
g17-g112 11 0 699 643 1609 1571 1403 1113
g17-g51 11 X NaN NaN NaN NaN NaN NaN
g17-g52 11 0 75 126 165 143 119 197
g17-g53 11 1 10 14 29 26 23 34
g17-g54 11 1 24 132 39 43 31 38
g17-g55 11 0 101 100 83 98 114 134
g17-g56 11 1 7 66 37 35 33 39
g17-g57 11 0 1 1 9 9 8 2
g17-g61 11 1 5 4 40 40 38 41
g17-g62 11 0 NaN NaN 258453 160910 NaN 37009
g17-g63 11 1 10 16 56 57 28 44
g17-g64 11 1 24 31 49 58 47 81
g17-g65 11 0 138 143 101 198 134 194
g17-g67 11 0 5 5 14 13 14 7
g17-g68 11 1 19 17 62 79 47 64
g17-g69 11 0 294 229 125 400 241 811
g17-g70 11 0 5 4 14 15 14 6
g17-g71 11 0 186 301 102 382 260 746
g17-g72 11 0 5 3 14 14 14 6
g17-g74 11 X NaN NaN NaN NaN NaN NaN
g17-g75 11 1 34 26 130 133 55 82
g17-g76 11 1 122 120 125 103 82 156
g17-g77 11 1 237 218 144 136 88 315
g17-g78 11 1 10 9 110 106 77 67
g17-g79 11 1 12 12 86 80 70 65
g17-g80 11 0 10 10 18 18 18 14
g17-g81 11 0 105 116 180 154 172 153
g17-g83 11 1 28 27 124 126 94 97
g17-g84 11 1 172 121 173 153 127 210
g17-g85 11 0 8 12 26 26 24 17
g17-g87 11 1 26 19 128 135 114 93
g17-g88 11 1 18 29 147 142 96 93
g17-g89 11 0 23 20 30 31 32 24
g17-g90 11 1 43 35 150 167 119 118
g17-g91 11 0 49 39 151 166 155 124
g17-g92 11 0 38 33 199 203 145 142
g17-g94 11 1 57 66 204 206 171 140
g17-g95 11 0 59 56 222 208 168 143
g17-g96 11 0 59 59 204 242 160 141
g17-g97 11 0 54 48 197 189 167 141
g17-g98 11 0 85 85 291 252 222 182
g17-g99 11 0 110 97 303 269 222 209
g18-g100 11 0 37 45 50 53 55 54
g18-g101 11 0 76 76 84 83 78 79
g18-g102 11 0 84 73 80 81 78 82
g18-g103 11 0 83 82 85 77 79 86
g18-g104 11 0 NaN NaN 289667 258557 NaN 51865
g18-g105 11 0 NaN NaN 295606 260474 NaN 49664
g18-g106 11 1 152299 111431 5477 1688 2375 626
g18-g107 11 0 NaN NaN NaN NaN NaN 258066
g18-g108 11 X NaN NaN NaN NaN NaN NaN
g18-g109 11 0 68407 67214 7573 12444 89059 4631
g18-g110 11 1 1490 1886 1193 1169 827 921
g18-g111 11 1 100400 32473 19907 10875 4558 895
g18-g112 11 0 541 540 2413 1953 1478 1108
g18-g51 11 X NaN NaN NaN NaN NaN NaN
g18-g52 11 0 1 1 8 10 8 2
g18-g53 11 0 675 553 189 294 673 288
g18-g54 11 0 NaN NaN 225320 223549 NaN 44041
g18-g55 11 0 72 77 82 71 84 114
g18-g56 11 X NaN NaN NaN NaN NaN NaN
g18-g57 11 0 1 1 7 9 8 1
g18-g61 11 0 218 194 83 345 231 567
g18-g62 11 0 33406 32656 5208 5401 39763 1600
g18-g63 11 1 6 13 55 54 48 52
g18-g64 11 1 31 48 56 55 53 85
g18-g65 11 0 124 98 106 165 106 173
g18-g67 11 0 5 5 16 16 15 7
g18-g68 11 1 21 22 68 70 53 66
g18-g69 11 0 190 188 121 373 178 725
g18-g70 11 0 3 4 11 13 12 5
g18-g71 11 0 163 159 92 344 221 705
g18-g72 11 0 4 3 12 12 12 6
g18-g74 11 X NaN NaN NaN NaN NaN NaN
g18-g75 11 1 27 30 132 125 76 81
g18-g76 11 1 124 114 132 132 83 157
g18-g77 11 1 299 289 131 136 73 316
g18-g78 11 1 26 42 100 83 68 67
g18-g79 11 1 7 11 82 80 44 65
g18-g80 11 0 13 10 18 21 17 13
g18-g81 11 0 97 71 162 159 161 138
g18-g83 11 1 17 16 123 127 110 88
g18-g84 11 1 160 110 163 160 132 212
g18-g85 11 0 13 11 26 24 27 18
g18-g87 11 1 418 1392 140 146 125 107
g18-g88 11 1 1396 654 153 206 147 106
g18-g89 11 0 13 21 32 32 28 25
g18-g90 11 1 27 26 167 156 121 118
g18-g91 11 0 37 44 153 169 130 124
g18-g92 11 0 46 52 187 174 160 131
g18-g94 11 1 56 64 232 197 169 143
g18-g95 11 0 64 60 237 209 165 139
g18-g96 11 0 56 55 213 199 135 138
g18-g97 11 0 54 52 222 227 166 137
g18-g98 11 0 60 85 239 241 206 174
g18-g99 11 0 103 105 304 239 252 186
g19-g100 11 0 39 33 54 59 51 54
g19-g101 11 0 52 62 69 65 72 70
g19-g102 11 0 57 56 72 66 78 91
g19-g103 11 0 82 87 82 65 73 99
g19-g104 11 0 220 156 572 555 377 358
g19-g105 11 0 158 173 530 587 381 363
g19-g106 11 0 5248 5017 2718 3611 5714 2171
g19-g107 11 0 1337 1207 1257 1670 1363 1404
g19-g108 11 0 1480 1481 1535 2874 1997 2506
g19-g109 11 0 339 300 204 199 211 289
g19-g110 11 0 NaN NaN 136301 110029 NaN 25788
g19-g111 11 0 5155 5129 3089 3629 5857 2342
g19-g112 11 0 484 467 1677 1627 1479 1013
g19-g51 11 0 NaN NaN 613731 259946 NaN 35576
g19-g52 11 0 2 2 25 26 21 32
g19-g53 11 0 2 1 11 10 9 3
g19-g54 11 0 161 129 93 198 121 297
g19-g55 11 0 3 3 30 32 22 37
g19-g56 11 0 275 275 153 340 371 247
g19-g57 11 0 1 1 9 9 9 2
g19-g61 11 0 1 2 10 11 10 3
g19-g62 11 0 8 5 33 30 28 45
g19-g63 11 0 128803 127689 18452 14796 133238 3605
g19-g64 11 1 37 69 63 52 49 77
g19-g65 11 0 5 8 17 16 18 13
g19-g67 11 0 3 4 13 14 13 5
g19-g68 11 X NaN NaN NaN NaN NaN NaN
g19-g69 11 0 4 5 17 15 16 8
g19-g70 11 0 5 3 12 12 11 6
g19-g71 11 0 5 5 15 14 15 9
g19-g72 11 0 4 3 14 14 13 6
g19-g74 11 0 17 14 75 73 52 58
g19-g75 11 1 36 27 96 75 63 82
g19-g76 11 1 88 86 91 109 71 158
g19-g77 11 1 287 285 125 122 84 315
g19-g78 11 0 82855 83018 8656 7555 69303 2142
g19-g79 11 0 11 10 77 88 72 63
g19-g80 11 0 9 7 19 18 21 13
g19-g81 11 0 35 33 30 37 30 37
g19-g83 11 0 2500 2487 591 728 2308 722
g19-g84 11 1 133 134 170 168 117 210
g19-g85 11 0 12 14 27 24 24 12
g19-g87 11 0 139 140 222 200 215 168
g19-g88 11 0 2471 2469 664 1102 2043 489
g19-g89 11 0 17 11 27 29 25 20
g19-g90 11 0 33 26 38 39 37 36
g19-g91 11 0 23 25 160 170 130 115
g19-g92 11 0 35 34 167 185 136 119
g19-g94 11 0 51 37 218 217 138 135
g19-g95 11 0 41 56 51 37 53 55
g19-g96 11 0 33 50 49 54 54 53
g19-g97 11 0 43 49 52 51 52 55
g19-g98 11 0 46 55 58 52 51 56
g19-g99 11 0 52 44 50 51 58 56
g2-g100 11 0 39 50 55 54 54 53
g2-g101 11 1 109 96 236 251 133 160
g2-g102 11 1 70 70 225 243 134 158
g2-g103 11 1 72 77 211 242 109 170
g2-g104 11 1 104 131 300 263 175 239
g2-g105 11 1 132 136 296 360 172 239
g2-g106 11 1 297 245 733 727 363 545
g2-g107 11 1 264 259 713 751 429 529
g2-g108 11 1 277 305 825 895 419 593
g2-g109 11 1 308 311 850 853 461 636
g2-g110 11 1 474 440 907 894 593 804
g2-g111 11 1 419 368 1024 968 592 756
g2-g112 11 1 472 472 1076 1135 1078 955
g2-g51 11 1 2 2 15 14 12 26
g2-g52 11 1 1 0 16 14 12 26
g2-g53 11 1 1 2 16 16 13 29
g2-g54 11 1 3 2 19 18 16 29
g2-g55 11 1 1 2 20 20 15 29
g2-g56 11 1 2 1 20 19 14 29
g2-g57 11 0 1 1 18 14 15 26
g2-g61 11 1 2 2 21 20 17 27
g2-g62 11 1 4 5 21 24 19 32
g2-g63 11 1 9 8 26 23 21 37
g2-g64 11 1 22 28 28 27 26 69
g2-g65 11 1 5 6 24 26 20 38
g2-g67 11 1 4 4 27 27 22 31
g2-g68 11 1 11 17 30 27 24 47
g2-g69 11 1 4 4 27 28 25 33
g2-g70 11 1 3 3 26 26 23 32
g2-g71 11 1 4 4 27 27 26 34
g2-g72 11 1 3 3 36 35 27 32
g2-g74 11 1 7 9 36 39 31 42
g2-g75 11 1 22 22 41 42 29 58
g2-g76 11 1 88 111 46 45 38 141
g2-g77 11 1 210 211 58 62 53 302
g2-g78 11 1 10 12 38 41 35 44
g2-g79 11 1 9 8 48 48 32 43
g2-g80 11 0 13 9 69 48 41 46
g2-g81 11 1 28 29 58 59 36 63
g2-g83 11 1 11 12 56 49 47 61
g2-g84 11 1 157 158 86 84 70 185
g2-g85 11 1 13 14 53 67 45 57
g2-g87 11 1 15 18 65 60 48 68
g2-g88 11 1 16 15 66 65 46 67
g2-g89 11 1 17 17 60 72 38 60
g2-g90 11 1 16 27 97 86 56 79
g2-g91 11 1 21 33 82 92 64 81
g2-g92 11 1 42 34 107 113 72 99
g2-g94 11 1 42 43 136 135 81 106
g2-g95 11 1 37 42 144 142 80 108
g2-g96 11 1 50 48 138 153 88 107
g2-g97 11 1 40 49 146 139 71 108
g2-g98 11 1 43 53 151 117 77 113
g2-g99 11 1 44 44 150 165 97 107
g20-g100 11 0 42 44 55 52 50 54
g20-g101 11 0 69 56 66 70 62 71
g20-g102 11 0 72 70 63 59 61 73
g20-g103 11 0 81 72 70 61 52 82
g20-g104 11 0 140 129 113 117 108 139
g20-g105 11 0 128 139 119 122 133 130
g20-g106 11 0 256 262 206 182 172 246
g20-g107 11 0 307 241 168 174 193 239
g20-g108 11 0 286 273 192 196 189 274
g20-g109 11 0 295 298 241 256 234 293
g20-g110 11 0 413 388 249 253 287 400
g20-g111 11 0 376 327 291 284 252 361
g20-g112 11 0 465 460 362 354 353 489
g20-g51 11 0 2 2 9 10 9 4
g20-g52 11 0 1 2 9 9 8 2
g20-g53 11 0 3 2 11 11 10 4
g20-g54 11 0 3 4 11 10 11 5
g20-g55 11 0 4 4 11 11 13 5
g20-g56 11 0 2 4 10 11 10 5
g20-g57 11 0 1 2 9 9 11 3
g20-g61 11 0 3 3 13 12 12 4
g20-g62 11 0 4 5 14 12 13 8
g20-g63 11 0 5 7 13 12 13 12
g20-g64 11 X NaN NaN NaN NaN NaN NaN
g20-g65 11 0 9 8 14 14 13 11
g20-g67 11 0 3 3 11 14 14 6
g20-g68 11 0 61 60 136 115 104 121
g20-g69 11 0 5 6 13 14 15 8
g20-g70 11 0 4 4 13 14 14 6
